8200, 4093
a0a9, ebdb
fba2, 9d67
7ff0, 8359
7229, b927
3d5e, 9f61
b27d, bf6e
aa33, 0147
27b7, b862
c8ea, 01d7
d478, 07e3
9ab0, 8f85
277e, caec
08c5, 0bc0
aa1f, d111
cbaf, e0d0
100a, 1f96
78fe, 28ab
024a, 0c46
56dd, ce0e
cb9d, dada
4a76, b93b
e1ce, e759
d355, 2959
634b, f1e5
a939, fd76
7da3, ddaa
a5b3, c165
615c, 6435
4d3b, 3ed2
fbcb, 3b5c
29a7, 7496
11b3, 41dc
b29a, 0904
bf2e, cd54
241b, 1850
6020, 4455
4045, 24c6
86cb, 9de5
d0ec, afb0
d685, d2d1
8948, 06e3
9ee8, a79c
0c35, 0230
cb49, 438e
c963, 0ec8
8653, e3a0
7ef0, 4a56
d5b1, cd65
6d92, 27aa
6668, 9664
17f7, 4112
4a24, 6650
7948, 7495
4aee, 3a7a
a047, 1565
e722, e2c9
b512, f2b0
0fb6, 00ba
b0c8, 80b6
9d72, 2809
11ae, 8b7b
94c5, 4f41
ba4a, 77ff
c01d, ff28
2c00, ce74
7ccd, 620c
138c, 39a2
b4f6, b799
9a86, 968e
7b60, 18a9
a93b, 0796
eea8, 02fc
1603, f204
96d8, 948f
0974, aa5e
a75e, 03c8
4a7e, 8e73
9fb8, 0136
0218, 0c1b
57ba, 5ae6
04a9, 0275
5b97, a670
1bdd, 18be
f6f6, 1c87
154c, 19f3
af3c, 3a38
5b0a, 0b71
d03a, 03ad
8cd2, a991
893f, ac49
2de4, 99c9
4fd2, cfcf
7fbb, 1b61
a9ef, a0e0
9544, 075d
ac28, 4275
0559, 553c
4ec9, d8c6
8253, 3f92
a18e, 7fef
902d, f64b
8360, 8035
d6eb, a461
9887, 7e53
832b, 4155
b86e, 6af8
5640, c4bd
265c, bf08
ad6a, d861
3095, ca1a
efc3, 225d
ff5f, dc74
106f, 3b62
78e2, ac85
4df7, 6121
4c96, 4271
7c6a, f924
813d, b46b
4ed4, 4de9
9c37, e836
1589, 19e7
e3eb, c871
0ec7, af73
0fcd, 9976
edbd, 6190
2c7a, 1f52
b0f4, 11bd
d042, 3e65
af5a, 59d6
9a94, c774
dfb9, adba
db2f, ddc9
35c0, 3a64
2426, 2f4b
5ea5, 5830
6f61, 303a
fba9, f9f9
174f, fb4f
aaa6, ddac
90c7, 2787
6e54, 6c9f
247b, 58a1
9127, fa19
c87f, cb71
52d3, 82ee
7692, 74ed
4989, ebbb
d00e, a8e5
55b2, 5443
939a, fa80
ca91, 52d4
5d15, 4ea9
2d7b, 4ab5
2c55, 041f
bd04, b483
5951, 59c5
d625, 51fc
ddfd, c752
4318, 48c5
af48, 602f
ac8f, 441d
10ab, c069
33b5, ef8e
4361, 9e4b
4913, 424c
b0b8, 80db
fb7d, 314b
bf96, b00a
8ef4, 8829
2c3c, 2a3d
da4d, 042f
1cde, 0442
e699, e4bb
73c6, 76ca
f223, c3b0
bf4d, 4575
2911, 7a9b
e916, 547f
7320, dce0
4464, 4d58
3454, 3290
f9c8, 54dc
068e, 6f8d
da1b, 90dd
492b, 97c9
e9d4, eb74
2fb6, 58eb
9340, 9722
09d8, 14fe
3598, 35b0
8bc4, b1b3
da83, d7dc
ffe9, 6dec
8541, 310a
4688, dfdb
cf4c, c043
f283, a7ba
d56f, d956
2fb0, 8497
b660, 00ad
acfd, 1248
408a, 1fb1
1ffa, c027
0da6, 8e1d
1e45, 1dfc
580f, 2042
6bd5, f305
df1d, de7c
a636, 063e
4dd1, b775
c4f2, c1f7
198f, 0126
1387, 10e2
1ea3, 4131
3238, 1e62
4dc5, 4018
f113, 9a2c
8d0e, 24fa
152a, a91f
5c06, 5ea7
f2e0, 9267
b08d, bfee
51a7, c792
c6c8, b495
f2af, fdad
a3f1, c80a
2f45, 2a29
e8f3, d438
e805, daa5
f685, 23e3
450b, 6eb6
e1d2, e908
e110, 71a2
ef7e, 8654
fe90, fb05
b4ef, 718a
c30d, 1f90
a424, d147
2e28, 2744
5a84, 07d7
dd58, 6db4
8183, 8b02
52ce, 400c
1146, 14f1
c514, 3a3b
9caa, 9bad
162f, 4520
30cd, 607e
fde3, a394
efaf, 881c
94bc, 99dd
f8b8, fab4
f9b8, 6b20
6cb6, 0a4b
49b8, 12bd
c727, 2b4b
e8a6, ed5f
1253, c938
7cae, fb9c
7c9f, 7291
4b20, 11c2
3021, 61be
030b, ac35
7d6a, 2f6a
de18, 3a0e
40e2, 43d7
37e0, 37d5
d1f8, 442d
ff81, 375f
a1b9, d1b2
1bbc, 1769
1d0b, 1af1
e6dd, 70de
f9e8, fc8b
a09d, a144
1d83, a88c
83f1, 17a0
bfcd, e6d1
06c2, 70c6
608b, 63e8
02be, 680e
b45e, 6f3a
9473, f3c6
4691, 137a
245a, dfb3
679d, 9d78
53cc, 0dda
5679, bbab
c564, ac61
584d, 5e2e
e9e8, ee9f
5dde, 2889
1432, 3911
270b, 0348
9bb2, 33e3
31ef, 15fa
5b68, 5665
55ff, 019d
f25c, 913a
3bcc, 6d75
3f45, 3013
29f2, 50d7
0f54, b2e6
c944, c549
cb2c, e05b
4b36, 8eac
a46f, a6bd
e34a, 5750
9368, 495a
836a, a66c
0473, fbc9
1df3, 8846
3b6a, 6ba6
e84d, ee2e
9152, 9360
82bd, e98b
735f, 7651
3b1d, ff6d
9143, 971c
3a3c, 676c
bd7a, 7617
8f01, 83c6
b583, 728c
a22a, 121f
607a, 69a3
40ed, 3466
044b, bdb0
d3ad, d182
c73b, ca38
fa98, f69f
1918, 1e7f
0b02, 0770
d454, d8b3
1c55, 639b
4398, 4122
f79f, 1040
d621, 992e
5caf, 5708
86a5, 7e0a
f4cf, 1f23
9eb8, f99b
60a8, 90a4
3f4c, 3313
a5f9, 69d0
7446, a1d6
933c, 99a6
c6e2, 09d6
b320, b739
d122, d449
2865, d2e1
c129, 2a24
2567, da5e
901b, 85c6
91cd, 5389
51f5, c496
1e28, 1cc4
2884, 58d8
bc05, b990
d50f, 599d
f974, e16d
35dd, e0c5
131e, 102d
50a0, cba2
94f1, 9afe
f555, 9d5c
c97d, 959d
0827, 55ec
42fb, dc48
bf04, 78f7
0173, 204f
0d7e, 33d4
0f52, 759a
866b, 1db9
eb4b, 782d
0be3, c0e2
a3c7, 03b9
ef91, b75e
7c58, 7394
276f, d2b6
5fa3, 009d
adef, e987
0d8c, 33f5
6ecf, 68c1
f7ab, 915d
f865, 9b3c
5613, dcc3
9cdd, 9bc6
1b32, be3d
2c28, eefe
fba4, 7487
8900, f136
fc32, c5f5
6a31, b5fc
4206, 9f0e
9c32, 3010
d12b, fb3c
a753, 7b90
3ec5, 49ec
61c5, 3a7c
89f9, 8c22
38ac, 93c5
41bf, 19db
1fed, 2c40
6612, 0f42
e74e, ea28
4d1a, 1a78
4e53, c74b
f386, f0ea
fe95, ed14
d472, 5c5b
44c6, 4f4b
c5f5, fc32
8b63, 80de
7154, f717
258f, 29d1
c358, c65b
8a36, 847c
88a2, 8b57
4f73, df0c
c06c, cf63
75f1, c4da
1712, 0767
ee7e, d78c
72ee, 7d91
88ac, a7c9
422b, 4d96
4839, bdca
0f82, 217b
9a62, 2caf
66fd, ca7d
1509, 1f0b
3420, 3d2d
a5c6, 26cb
5241, 58b9
8666, 6c92
51e6, 572c
a80a, aa03
69a0, 300a
b77e, b7d6
424a, 4f23
cca9, a5af
f80e, f395
93d2, 9fe7
6722, 60ba
d147, a424
c691, c49e
0600, c233
ca09, 3738
b0cb, 17be
efa7, 8632
fa93, 164f
42a6, 9969
add3, 7eef
59d0, 12f4
4ef8, c3fc
950f, 9f3a
0041, 0f4f
7850, 3128
bba7, 57bc
9813, 2f1e
266e, d256
d8cf, d044
0a1f, 6dea
3635, 9401
c6cf, 49bf
e4f3, 6e71
8cd4, 2686
61c5, 3a7c
3622, 5b1f
b726, 1327
819b, 1b1d
af4b, be14
b213, 6aaa
270f, 9acf
bcfe, e973
4a0e, 42f1
3127, 60b6
6711, 520b
847b, f712
bea1, 8101
b14a, fcc8
4786, 3b06
507f, cf9c
0d88, c68f
8eae, 0f09
892b, 85fe
73ea, 737d
74ab, 0cc8
472d, 4092
93c9, adc6
df1b, 2d07
74ad, ed04
f883, f584
dd01, a7c5
9c9c, 67c6
6d28, 518f
9885, 9ad6
768f, 72fa
75a4, 912c
6aa6, 3161
d1e7, 65c1
cf26, ca2b
e7da, e108
46f7, e726
01d6, 5c1b
b191, 21db
fd96, 124c
1cf3, 13fa
6f45, faeb
16b4, a3d2
c2fa, 4449
b2fe, b795
be66, 17cb
2865, d2e1
d769, de5b
62e3, 0c80
95f9, 9df5
4299, 1c92
9e5b, 98ae
c7be, 0325
cb5f, ffd9
a031, af3f
f269, 616f
53cb, 8e54
df85, d5d6
d623, b394
ffa1, 8f81
78cd, 9716
b62f, fd81
a500, c604
94cf, 270a
8e78, 889b
0a16, 5dd1
57b0, 2278
3ad2, 3c2c
d5fc, de66
1fa7, 3881
adec, d414
44f8, da1e
e6bd, 6c40
f7bf, f0bd
0fbc, 773a
0a88, 4d75
5ea8, 2cba
4083, 6693
3efa, 2945
166c, 115f
6da6, c08d
8e8b, 8eb8
1779, 3f77
1447, ee38
27a1, 945a
0339, 5bab
d5a3, 2cae
795a, 64ad
9f7c, ee54
aecd, 0fa5
3308, 9ca8
de31, d8af
6fab, f216
231f, 22b1
ea89, 4e84
cd3e, c536
33fa, 3f26
6b46, 69eb
a8a4, ed3d
73b3, 940b
163e, dc62
9715, 5b40
c356, bb70
ea10, a845
fe6a, 9b31
68ea, 0b8f
0899, 0b94
95f4, f810
09b6, 072e
4ba8, 485e
ceff, ff42
5bfd, 8514
a79a, 07dd
0e75, 3d90
7e27, ed44
2032, 9f64
94bd, 71cf
7bb1, a22d
36a5, b62a
6db1, 6229
03fc, 7fe2
a5af, cca9
b75c, b049
fc27, 4099
53fd, 4ee9
ded8, d934
a29e, ad47
f5b8, 3da5
8052, f630
e3c6, 5fc2
7efd, 9fbb
903d, 6d4e
bba6, 8b6a
349e, 3566
aacb, 88a4
3cbd, 6cde
5874, 5371
3cf2, c158
b091, 623d
d949, 6c85
f520, 20e0
6a7a, d04e
513b, 0371
b145, b5a4
dd46, e549
9d10, f512
cf5d, a55f
f06e, 4c61
1c1e, 4c2d
45f0, d86f
8ff3, e615
d3f1, 2775
7a2b, 679b
27ca, da45
e212, e776
d75b, ee4c
cb53, acef
178f, 1459
288b, 1d3e
913b, 9c50
2a90, 02cf
9140, f324
1056, 05da
a418, af72
395b, 32ae
8027, b165
d483, d1d5
1bf5, 1e40
ced9, cdd4
261d, b59a
3ffd, 3d7e
df7f, 5324
ed15, 88f3
1d5a, b853
aa17, 1412
c513, 2c1c
6956, 619b
58eb, 2fb6
c23f, e6f3
7ba1, 7919
665a, 629f
27e4, 3aa7
8a34, 0641
7fe3, 6d26
e961, e55f
e79c, e9e7
6c70, 69af
072d, b3a8
2b8e, 28dd
505d, e433
3e97, 3965
888a, beb1
8d89, 8509
9e8e, d0b1
617b, 6cc0
ac98, 9bd0
2fbb, 2ae6
3dad, f6af
15a8, aade
7d4d, 7e4e
